edad,empleado,ingreso,titulo,experiencia,estadocivil,religion,estadoactual,color,sexo,ganado,perdido,horastrabajo,origen
34999:40904:40904:58751:33, Private, 594187, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
35017:40924:40924:58780:28, Private, 190525, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
35027:40935:40935:58796:26, Private, 29957, Masters, 14, Never-married, Tech-support, Other-relative, White, Male, 0, 0, 25, United-States, <=50K
35053:40963:40963:58835:41, Private, 70645, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 4650, 0, 55, United-States, <=50K
35079:40993:40993:58878:28, Private, 274679, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
35095:41010:41010:58900:26, Private, 173593, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 20, Canada, <=50K
35141:41063:41063:58980:36, Private, 145576, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1977, 40, Japan, >50K
35217:41155:41155:59100:35, Private, 119098, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
35248:41195:41195:59156:43, Private, 183273, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 32, United-States, >50K
35282:41239:41239:59226:27, Private, 142712, Masters, 14, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, ?, <=50K
35298:41256:41256:59248:49, Private, 340755, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
35322:41284:41284:59287:52, Private, 260938, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
35331:41293:41293:59301:30, Private, 196342, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Ireland, <=50K
35335:41297:41297:59306:46, Private, 73434, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
35337:41299:41299:59309:42, Private, 210525, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35342:41304:41304:59314:64, Private, 149775, Masters, 14, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 8, United-States, <=50K
35351:41315:41315:59331:49, Private, 129513, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
35410:41385:41385:59422:47, Private, 102628, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K
35473:41461:41461:59540:63, Private, 30813, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
35526:41528:41528:59646:62, Private, 138253, Masters, 14, Never-married, Handlers-cleaners, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
35540:41543:41543:59673:39, Private, 225504, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35550:41555:41555:59690:72, Private, 107814, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 2329, 0, 60, United-States, <=50K
35601:41615:41615:59791:51, Private, 48343, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
35614:41631:41631:59810:43, Private, 289669, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 2547, 40, United-States, >50K
35623:41642:41642:59825:68, Private, 191581, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 3273, 0, 40, United-States, <=50K
35636:41656:41656:59847:33, Private, 188246, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 45, United-States, >50K
35669:41702:41702:59911:41, Private, 242089, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
35696:41735:41735:59966:30, Private, 48014, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, France, <=50K
35717:41761:41761:60002:43, Private, 211128, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
35755:41804:41804:60057:41, Private, 56795, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, England, <=50K
35814:41871:41871:60150:51, Private, 123429, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
35824:41881:41881:60165:39, Private, 108140, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
35837:41896:41896:60187:44, Private, 165346, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
35844:41906:41906:60204:34, Private, 379798, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
35845:41907:41907:60205:38, Private, 227945, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 65, United-States, >50K
35854:41918:41918:60220:41, Private, 106679, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 50, United-States, >50K
35886:41958:41958:60274:38, Private, 98360, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
35894:41968:41968:60287:48, Private, 207277, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
35944:42024:42024:60355:23, Private, 250630, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
35954:42038:42038:60375:56, Private, 37394, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
35966:42052:42052:60391:26, Private, 68001, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35986:42073:42073:60424:47, Private, 304857, Masters, 14, Separated, Tech-support, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K
35989:42076:42076:60427:47, Private, 181363, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
35990:42077:42077:60428:54, Private, 338620, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, United-States, >50K
36033:42126:42126:60490:68, Private, 211287, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2392, 40, United-States, >50K
36048:42145:42145:60518:30, Private, 169496, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 15, United-States, >50K
36049:42146:42146:60519:53, Private, 22978, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
36058:42156:42156:60532:49, Private, 287647, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 4787, 0, 45, United-States, >50K
36071:42171:42171:60550:43, Private, 101950, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
36132:42244:42244:60641:41, Private, 211253, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
36168:42290:42290:60701:36, Private, 171393, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 55, United-States, >50K
36170:42292:42292:60704:54, Private, 172281, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
36193:42319:42319:60750:32, Private, 209538, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
36248:42386:42386:60853:36, Private, 223433, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
36252:42390:42390:60857:54, Private, 98436, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
36268:42410:42410:60887:28, Private, 173944, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36270:42413:42413:60891:47, Private, 347025, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36278:42423:42423:60903:47, Private, 235683, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36305:42453:42453:60944:46, Private, 261059, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K
36393:42562:42562:61102:47, Private, 158286, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
36411:42584:42584:61126:51, Private, 82578, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, Canada, >50K
36416:42590:42590:61134:63, Private, 167967, Masters, 14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 46, United-States, <=50K
36478:42663:42663:61236:48, Private, 148995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
36489:42675:42675:61255:36, Private, 386726, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 44, United-States, >50K
36491:42678:42678:61262:71, Private, 97870, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, Germany, <=50K
36492:42679:42679:61263:48, Private, 254291, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36506:42695:42695:61288:37, Private, 174150, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
36522:42714:42714:61313:48, Private, 204629, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
36582:42786:42786:61416:61, Private, 147280, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
36612:42821:42821:61464:35, Private, 206951, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
36634:42849:42849:61502:46, Private, 268022, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, ?, >50K
36639:42856:42856:61511:56, Private, 282023, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36652:42873:42873:61535:33, Private, 181372, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
36679:42902:42902:61572:75, Private, 256474, Masters, 14, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K
36690:42917:42917:61595:38, Private, 277248, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, Cuba, >50K
36711:42939:42939:61622:33, Private, 79923, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
36732:42961:42961:61651:39, Private, 290922, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36760:42994:42994:61702:29, Private, 201017, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, Scotland, <=50K
36772:43007:43007:61718:25, Private, 239461, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, <=50K
36794:43032:43032:61754:40, Private, 56072, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
36849:43091:43091:61841:35, Private, 397307, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
36870:43114:43114:61873:27, Private, 335421, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36905:43156:43156:61938:41, Private, 180181, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36976:43242:43242:62052:74, Private, 84197, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
36989:43258:43258:62071:34, Private, 169583, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
37011:43286:43286:62106:53, Private, 285621, Masters, 14, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
37061:43346:43346:62188:51, Private, 95329, Masters, 14, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
37099:43387:43387:62246:49, Private, 187370, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
37107:43396:43396:62260:47, Private, 606752, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37123:43415:43415:62288:44, Private, 110396, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 14084, 0, 56, United-States, >50K
37132:43426:43426:62306:50, Private, 22211, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K
37161:43458:43458:62354:26, Private, 157028, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
37202:43504:43504:62428:33, Private, 347623, Masters, 14, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
37205:43508:43508:62432:47, Private, 158451, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 2, United-States, >50K
37213:43516:43516:62443:27, Private, 115945, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
37220:43523:43523:62453:25, Private, 141876, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Male, 0, 0, 45, ?, <=50K
37224:43527:43527:62457:51, Private, 673764, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K
37229:43533:43533:62465:38, Private, 91039, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
37259:43567:43567:62519:55, Private, 368797, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States, >50K
37263:43571:43571:62525:36, Private, 172538, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37277:43587:43587:62551:44, Private, 456236, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
37282:43594:43594:62560:30, Private, 55481, Masters, 14, Never-married, Tech-support, Unmarried, White, Male, 0, 0, 45, Nicaragua, <=50K
37323:43645:43645:62637:36, Private, 218689, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 50, United-States, >50K
37325:43647:43647:62641:32, Private, 167990, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 14084, 0, 40, United-States, >50K
37336:43659:43659:62655:45, Private, 481987, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 18, United-States, >50K
37340:43663:43663:62660:41, Private, 168293, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
37343:43667:43667:62664:57, Private, 49893, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
37362:43688:43688:62692:30, Private, 426431, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K
37382:43710:43710:62722:56, Private, 158752, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K
37428:43762:43762:62800:44, Private, 147265, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
37436:43771:43771:62813:51, Private, 154342, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 45, United-States, >50K
37440:43775:43775:62818:43, Private, 214781, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
37448:43783:43783:62831:59, Private, 322691, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
